row_number,transaction_id,rule_id,field,value,error_message
1366,TXN_4932018,DQ-REQ-ITE,Item,nan,Required field is missing.
1386,TXN_4798534,DQ-REQ-ITE,Item,nan,Required field is missing.
1388,TXN_4147073,DQ-REQ-ITE,Item,nan,Required field is missing.
1403,TXN_3001647,DQ-REQ-ITE,Item,nan,Required field is missing.
1436,TXN_3670298,DQ-REQ-ITE,Item,nan,Required field is missing.
1453,TXN_3195257,DQ-REQ-ITE,Item,nan,Required field is missing.
1524,TXN_4643515,DQ-REQ-ITE,Item,nan,Required field is missing.
1573,TXN_8540115,DQ-REQ-ITE,Item,nan,Required field is missing.
1576,TXN_1243964,DQ-REQ-ITE,Item,nan,Required field is missing.
1591,TXN_5245399,DQ-REQ-ITE,Item,nan,Required field is missing.
1616,TXN_4432823,DQ-REQ-ITE,Item,nan,Required field is missing.
1617,TXN_8138157,DQ-REQ-ITE,Item,nan,Required field is missing.
1643,TXN_8321092,DQ-REQ-ITE,Item,nan,Required field is missing.
1680,TXN_6376630,DQ-REQ-ITE,Item,nan,Required field is missing.
1727,TXN_5050111,DQ-REQ-ITE,Item,nan,Required field is missing.
1735,TXN_2540440,DQ-REQ-ITE,Item,nan,Required field is missing.
1755,TXN_6306655,DQ-REQ-ITE,Item,nan,Required field is missing.
1763,TXN_3611851,DQ-REQ-ITE,Item,nan,Required field is missing.
1792,TXN_2101437,DQ-REQ-ITE,Item,nan,Required field is missing.
1798,TXN_8504764,DQ-REQ-ITE,Item,nan,Required field is missing.
1810,TXN_5284338,DQ-REQ-ITE,Item,nan,Required field is missing.
1915,TXN_7416770,DQ-REQ-ITE,Item,nan,Required field is missing.
1921,TXN_4840295,DQ-REQ-ITE,Item,nan,Required field is missing.
2004,TXN_5206049,DQ-REQ-ITE,Item,nan,Required field is missing.
2017,TXN_4449173,DQ-REQ-ITE,Item,nan,Required field is missing.
2109,TXN_7741256,DQ-REQ-ITE,Item,nan,Required field is missing.
2152,TXN_9981953,DQ-REQ-ITE,Item,nan,Required field is missing.
2161,TXN_2130415,DQ-REQ-ITE,Item,nan,Required field is missing.
2220,TXN_4959129,DQ-REQ-ITE,Item,nan,Required field is missing.
2228,TXN_6211466,DQ-REQ-ITE,Item,nan,Required field is missing.
2330,TXN_5484423,DQ-REQ-ITE,Item,nan,Required field is missing.
2373,TXN_9181144,DQ-REQ-ITE,Item,nan,Required field is missing.
2384,TXN_2147453,DQ-REQ-ITE,Item,nan,Required field is missing.
2385,TXN_9137801,DQ-REQ-ITE,Item,nan,Required field is missing.
2390,TXN_8110646,DQ-REQ-ITE,Item,nan,Required field is missing.
2393,TXN_5571026,DQ-REQ-ITE,Item,nan,Required field is missing.
2417,TXN_4011694,DQ-REQ-ITE,Item,nan,Required field is missing.
2435,TXN_9601220,DQ-REQ-ITE,Item,nan,Required field is missing.
2464,TXN_6928775,DQ-REQ-ITE,Item,nan,Required field is missing.
2485,TXN_5203710,DQ-REQ-ITE,Item,nan,Required field is missing.
2489,TXN_3843541,DQ-REQ-ITE,Item,nan,Required field is missing.
2565,TXN_2939667,DQ-REQ-ITE,Item,nan,Required field is missing.
2585,TXN_4328090,DQ-REQ-ITE,Item,nan,Required field is missing.
2598,TXN_4844386,DQ-REQ-ITE,Item,nan,Required field is missing.
2612,TXN_8266689,DQ-REQ-ITE,Item,nan,Required field is missing.
2714,TXN_5353855,DQ-REQ-ITE,Item,nan,Required field is missing.
2819,TXN_2402637,DQ-REQ-ITE,Item,nan,Required field is missing.
2906,TXN_6212975,DQ-REQ-ITE,Item,nan,Required field is missing.
2916,TXN_8556230,DQ-REQ-ITE,Item,nan,Required field is missing.
2918,TXN_2797077,DQ-REQ-ITE,Item,nan,Required field is missing.
2936,TXN_9349052,DQ-REQ-ITE,Item,nan,Required field is missing.
2978,TXN_1589264,DQ-REQ-ITE,Item,nan,Required field is missing.
3061,TXN_3509437,DQ-REQ-ITE,Item,nan,Required field is missing.
3069,TXN_9546556,DQ-REQ-ITE,Item,nan,Required field is missing.
3174,TXN_1442771,DQ-REQ-ITE,Item,nan,Required field is missing.
3229,TXN_1931832,DQ-REQ-ITE,Item,nan,Required field is missing.
3238,TXN_4520062,DQ-REQ-ITE,Item,nan,Required field is missing.
3241,TXN_6345691,DQ-REQ-ITE,Item,nan,Required field is missing.
3245,TXN_6862075,DQ-REQ-ITE,Item,nan,Required field is missing.
3375,TXN_4465589,DQ-REQ-ITE,Item,nan,Required field is missing.
3377,TXN_9817602,DQ-REQ-ITE,Item,nan,Required field is missing.
3380,TXN_5274961,DQ-REQ-ITE,Item,nan,Required field is missing.
3398,TXN_1239876,DQ-REQ-ITE,Item,nan,Required field is missing.
3406,TXN_7797231,DQ-REQ-ITE,Item,nan,Required field is missing.
3429,TXN_3951460,DQ-REQ-ITE,Item,nan,Required field is missing.
3481,TXN_6388107,DQ-REQ-ITE,Item,nan,Required field is missing.
3489,TXN_1914728,DQ-REQ-ITE,Item,nan,Required field is missing.
3520,TXN_3734446,DQ-REQ-ITE,Item,nan,Required field is missing.
3528,TXN_1672632,DQ-REQ-ITE,Item,nan,Required field is missing.
3547,TXN_1998401,DQ-REQ-ITE,Item,nan,Required field is missing.
3611,TXN_6226704,DQ-REQ-ITE,Item,nan,Required field is missing.
3645,TXN_9774251,DQ-REQ-ITE,Item,nan,Required field is missing.
3679,TXN_9489442,DQ-REQ-ITE,Item,nan,Required field is missing.
3681,TXN_8155325,DQ-REQ-ITE,Item,nan,Required field is missing.
3692,TXN_1430778,DQ-REQ-ITE,Item,nan,Required field is missing.
3761,TXN_9945729,DQ-REQ-ITE,Item,nan,Required field is missing.
3776,TXN_1165762,DQ-REQ-ITE,Item,nan,Required field is missing.
3798,TXN_1984966,DQ-REQ-ITE,Item,nan,Required field is missing.
3819,TXN_2468359,DQ-REQ-ITE,Item,nan,Required field is missing.
3826,TXN_6999471,DQ-REQ-ITE,Item,nan,Required field is missing.
3879,TXN_9673343,DQ-REQ-ITE,Item,nan,Required field is missing.
3880,TXN_8734331,DQ-REQ-ITE,Item,nan,Required field is missing.
3902,TXN_5093855,DQ-REQ-ITE,Item,nan,Required field is missing.
3915,TXN_8557847,DQ-REQ-ITE,Item,nan,Required field is missing.
3966,TXN_3931747,DQ-REQ-ITE,Item,nan,Required field is missing.
3993,TXN_8744240,DQ-REQ-ITE,Item,nan,Required field is missing.
4005,TXN_6119612,DQ-REQ-ITE,Item,nan,Required field is missing.
4020,TXN_6264390,DQ-REQ-ITE,Item,nan,Required field is missing.
4077,TXN_6281959,DQ-REQ-ITE,Item,nan,Required field is missing.
4088,TXN_5942938,DQ-REQ-ITE,Item,nan,Required field is missing.
4121,TXN_4753853,DQ-REQ-ITE,Item,nan,Required field is missing.
4213,TXN_2980279,DQ-REQ-ITE,Item,nan,Required field is missing.
4235,TXN_7975760,DQ-REQ-ITE,Item,nan,Required field is missing.
4257,TXN_4829492,DQ-REQ-ITE,Item,nan,Required field is missing.
4271,TXN_6017458,DQ-REQ-ITE,Item,nan,Required field is missing.
4281,TXN_8949453,DQ-REQ-ITE,Item,nan,Required field is missing.
4305,TXN_9643918,DQ-REQ-ITE,Item,nan,Required field is missing.
4366,TXN_7379939,DQ-REQ-ITE,Item,nan,Required field is missing.
4375,TXN_6843677,DQ-REQ-ITE,Item,nan,Required field is missing.
4432,TXN_5354721,DQ-REQ-ITE,Item,nan,Required field is missing.
4447,TXN_1751183,DQ-REQ-ITE,Item,nan,Required field is missing.
4458,TXN_8120577,DQ-REQ-ITE,Item,nan,Required field is missing.
4530,TXN_2881529,DQ-REQ-ITE,Item,nan,Required field is missing.
4570,TXN_1478016,DQ-REQ-ITE,Item,nan,Required field is missing.
4667,TXN_1499208,DQ-REQ-ITE,Item,nan,Required field is missing.
4766,TXN_1785644,DQ-REQ-ITE,Item,nan,Required field is missing.
4809,TXN_3282601,DQ-REQ-ITE,Item,nan,Required field is missing.
4833,TXN_5926025,DQ-REQ-ITE,Item,nan,Required field is missing.
4855,TXN_1548245,DQ-REQ-ITE,Item,nan,Required field is missing.
4917,TXN_3716685,DQ-REQ-ITE,Item,nan,Required field is missing.
4929,TXN_5026431,DQ-REQ-ITE,Item,nan,Required field is missing.
4949,TXN_8798330,DQ-REQ-ITE,Item,nan,Required field is missing.
4997,TXN_5426236,DQ-REQ-ITE,Item,nan,Required field is missing.
5016,TXN_5412418,DQ-REQ-ITE,Item,nan,Required field is missing.
5047,TXN_7302991,DQ-REQ-ITE,Item,nan,Required field is missing.
5127,TXN_1643447,DQ-REQ-ITE,Item,nan,Required field is missing.
5135,TXN_9365447,DQ-REQ-ITE,Item,nan,Required field is missing.
5137,TXN_7677817,DQ-REQ-ITE,Item,nan,Required field is missing.
5195,TXN_4403699,DQ-REQ-ITE,Item,nan,Required field is missing.
5204,TXN_3575713,DQ-REQ-ITE,Item,nan,Required field is missing.
5215,TXN_8356048,DQ-REQ-ITE,Item,nan,Required field is missing.
5247,TXN_3474333,DQ-REQ-ITE,Item,nan,Required field is missing.
5374,TXN_7704680,DQ-REQ-ITE,Item,nan,Required field is missing.
5396,TXN_8119542,DQ-REQ-ITE,Item,nan,Required field is missing.
5462,TXN_3840523,DQ-REQ-ITE,Item,nan,Required field is missing.
5539,TXN_7799794,DQ-REQ-ITE,Item,nan,Required field is missing.
5553,TXN_1510406,DQ-REQ-ITE,Item,nan,Required field is missing.
5644,TXN_2102561,DQ-REQ-ITE,Item,nan,Required field is missing.
5659,TXN_9287659,DQ-REQ-ITE,Item,nan,Required field is missing.
5671,TXN_3136701,DQ-REQ-ITE,Item,nan,Required field is missing.
5678,TXN_1205610,DQ-REQ-ITE,Item,nan,Required field is missing.
5687,TXN_3157867,DQ-REQ-ITE,Item,nan,Required field is missing.
5716,TXN_7263939,DQ-REQ-ITE,Item,nan,Required field is missing.
5767,TXN_5893283,DQ-REQ-ITE,Item,nan,Required field is missing.
5824,TXN_5261036,DQ-REQ-ITE,Item,nan,Required field is missing.
5853,TXN_6184247,DQ-REQ-ITE,Item,nan,Required field is missing.
5883,TXN_6344738,DQ-REQ-ITE,Item,nan,Required field is missing.
5893,TXN_9618962,DQ-REQ-ITE,Item,nan,Required field is missing.
5894,TXN_5949517,DQ-REQ-ITE,Item,nan,Required field is missing.
5901,TXN_8494571,DQ-REQ-ITE,Item,nan,Required field is missing.
5923,TXN_2035137,DQ-REQ-ITE,Item,nan,Required field is missing.
5930,TXN_3442435,DQ-REQ-ITE,Item,nan,Required field is missing.
5935,TXN_6890737,DQ-REQ-ITE,Item,nan,Required field is missing.
6044,TXN_4449992,DQ-REQ-ITE,Item,nan,Required field is missing.
6089,TXN_9490465,DQ-REQ-ITE,Item,nan,Required field is missing.
6138,TXN_3435561,DQ-REQ-ITE,Item,nan,Required field is missing.
6143,TXN_5900899,DQ-REQ-ITE,Item,nan,Required field is missing.
6220,TXN_5970304,DQ-REQ-ITE,Item,nan,Required field is missing.
6226,TXN_3785168,DQ-REQ-ITE,Item,nan,Required field is missing.
6265,TXN_4570881,DQ-REQ-ITE,Item,nan,Required field is missing.
6294,TXN_6884558,DQ-REQ-ITE,Item,nan,Required field is missing.
6304,TXN_1405124,DQ-REQ-ITE,Item,nan,Required field is missing.
6347,TXN_4208919,DQ-REQ-ITE,Item,nan,Required field is missing.
6351,TXN_7243779,DQ-REQ-ITE,Item,nan,Required field is missing.
6360,TXN_3577482,DQ-REQ-ITE,Item,nan,Required field is missing.
6370,TXN_7895514,DQ-REQ-ITE,Item,nan,Required field is missing.
6412,TXN_7899009,DQ-REQ-ITE,Item,nan,Required field is missing.
6424,TXN_6070523,DQ-REQ-ITE,Item,nan,Required field is missing.
6427,TXN_7375024,DQ-REQ-ITE,Item,nan,Required field is missing.
6431,TXN_2536573,DQ-REQ-ITE,Item,nan,Required field is missing.
6432,TXN_3374262,DQ-REQ-ITE,Item,nan,Required field is missing.
6449,TXN_2000331,DQ-REQ-ITE,Item,nan,Required field is missing.
6491,TXN_9496018,DQ-REQ-ITE,Item,nan,Required field is missing.
6492,TXN_5609139,DQ-REQ-ITE,Item,nan,Required field is missing.
6510,TXN_5972836,DQ-REQ-ITE,Item,nan,Required field is missing.
6576,TXN_4877601,DQ-REQ-ITE,Item,nan,Required field is missing.
6592,TXN_6660602,DQ-REQ-ITE,Item,nan,Required field is missing.
6607,TXN_2887528,DQ-REQ-ITE,Item,nan,Required field is missing.
6624,TXN_7082667,DQ-REQ-ITE,Item,nan,Required field is missing.
6660,TXN_7436097,DQ-REQ-ITE,Item,nan,Required field is missing.
6694,TXN_4209626,DQ-REQ-ITE,Item,nan,Required field is missing.
6713,TXN_2634805,DQ-REQ-ITE,Item,nan,Required field is missing.
6770,TXN_6748232,DQ-REQ-ITE,Item,nan,Required field is missing.
6823,TXN_9626920,DQ-REQ-ITE,Item,nan,Required field is missing.
6824,TXN_7213830,DQ-REQ-ITE,Item,nan,Required field is missing.
6851,TXN_7928378,DQ-REQ-ITE,Item,nan,Required field is missing.
6875,TXN_2250398,DQ-REQ-ITE,Item,nan,Required field is missing.
6901,TXN_3240077,DQ-REQ-ITE,Item,nan,Required field is missing.
6912,TXN_3739424,DQ-REQ-ITE,Item,nan,Required field is missing.
6934,TXN_9761314,DQ-REQ-ITE,Item,nan,Required field is missing.
7006,TXN_2457189,DQ-REQ-ITE,Item,nan,Required field is missing.
7069,TXN_1704642,DQ-REQ-ITE,Item,nan,Required field is missing.
7077,TXN_8588174,DQ-REQ-ITE,Item,nan,Required field is missing.
7093,TXN_1873852,DQ-REQ-ITE,Item,nan,Required field is missing.
7137,TXN_4779439,DQ-REQ-ITE,Item,nan,Required field is missing.
7138,TXN_1789504,DQ-REQ-ITE,Item,nan,Required field is missing.
7235,TXN_4914203,DQ-REQ-ITE,Item,nan,Required field is missing.
7277,TXN_8014973,DQ-REQ-ITE,Item,nan,Required field is missing.
7312,TXN_2074343,DQ-REQ-ITE,Item,nan,Required field is missing.
7327,TXN_7625340,DQ-REQ-ITE,Item,nan,Required field is missing.
7379,TXN_4469550,DQ-REQ-ITE,Item,nan,Required field is missing.
7437,TXN_5975573,DQ-REQ-ITE,Item,nan,Required field is missing.
7454,TXN_9554670,DQ-REQ-ITE,Item,nan,Required field is missing.
7553,TXN_1387062,DQ-REQ-ITE,Item,nan,Required field is missing.
7606,TXN_8510450,DQ-REQ-ITE,Item,nan,Required field is missing.
7629,TXN_9502424,DQ-REQ-ITE,Item,nan,Required field is missing.
7679,TXN_7029719,DQ-REQ-ITE,Item,nan,Required field is missing.
7703,TXN_4466681,DQ-REQ-ITE,Item,nan,Required field is missing.
7704,TXN_9292025,DQ-REQ-ITE,Item,nan,Required field is missing.
7764,TXN_5349355,DQ-REQ-ITE,Item,nan,Required field is missing.
7806,TXN_6826342,DQ-REQ-ITE,Item,nan,Required field is missing.
7855,TXN_1983705,DQ-REQ-ITE,Item,nan,Required field is missing.
7896,TXN_8712307,DQ-REQ-ITE,Item,nan,Required field is missing.
7953,TXN_7465693,DQ-REQ-ITE,Item,nan,Required field is missing.
8070,TXN_8899417,DQ-REQ-ITE,Item,nan,Required field is missing.
8086,TXN_1307428,DQ-REQ-ITE,Item,nan,Required field is missing.
8091,TXN_3678804,DQ-REQ-ITE,Item,nan,Required field is missing.
8139,TXN_4943552,DQ-REQ-ITE,Item,nan,Required field is missing.
8143,TXN_4582054,DQ-REQ-ITE,Item,nan,Required field is missing.
8172,TXN_3936339,DQ-REQ-ITE,Item,nan,Required field is missing.
8230,TXN_6273431,DQ-REQ-ITE,Item,nan,Required field is missing.
8236,TXN_5108867,DQ-REQ-ITE,Item,nan,Required field is missing.
8283,TXN_1444479,DQ-REQ-ITE,Item,nan,Required field is missing.
8387,TXN_9395554,DQ-REQ-ITE,Item,nan,Required field is missing.
8440,TXN_3645818,DQ-REQ-ITE,Item,nan,Required field is missing.
8451,TXN_1998143,DQ-REQ-ITE,Item,nan,Required field is missing.
8460,TXN_7595907,DQ-REQ-ITE,Item,nan,Required field is missing.
8556,TXN_7068823,DQ-REQ-ITE,Item,nan,Required field is missing.
8658,TXN_8633758,DQ-REQ-ITE,Item,nan,Required field is missing.
8666,TXN_2273499,DQ-REQ-ITE,Item,nan,Required field is missing.
8673,TXN_6904247,DQ-REQ-ITE,Item,nan,Required field is missing.
8705,TXN_8628615,DQ-REQ-ITE,Item,nan,Required field is missing.
8763,TXN_6397921,DQ-REQ-ITE,Item,nan,Required field is missing.
8780,TXN_2444134,DQ-REQ-ITE,Item,nan,Required field is missing.
8795,TXN_3053494,DQ-REQ-ITE,Item,nan,Required field is missing.
8819,TXN_8365530,DQ-REQ-ITE,Item,nan,Required field is missing.
8872,TXN_4049270,DQ-REQ-ITE,Item,nan,Required field is missing.
8890,TXN_6467796,DQ-REQ-ITE,Item,nan,Required field is missing.
8895,TXN_4633505,DQ-REQ-ITE,Item,nan,Required field is missing.
8949,TXN_8325221,DQ-REQ-ITE,Item,nan,Required field is missing.
8961,TXN_3803063,DQ-REQ-ITE,Item,nan,Required field is missing.
8969,TXN_7258784,DQ-REQ-ITE,Item,nan,Required field is missing.
8988,TXN_8159649,DQ-REQ-ITE,Item,nan,Required field is missing.
8995,TXN_5693294,DQ-REQ-ITE,Item,nan,Required field is missing.
9005,TXN_8039752,DQ-REQ-ITE,Item,nan,Required field is missing.
9013,TXN_3749051,DQ-REQ-ITE,Item,nan,Required field is missing.
9016,TXN_6755348,DQ-REQ-ITE,Item,nan,Required field is missing.
9026,TXN_8476828,DQ-REQ-ITE,Item,nan,Required field is missing.
9109,TXN_5506097,DQ-REQ-ITE,Item,nan,Required field is missing.
9155,TXN_2958213,DQ-REQ-ITE,Item,nan,Required field is missing.
9165,TXN_7172693,DQ-REQ-ITE,Item,nan,Required field is missing.
9176,TXN_5935353,DQ-REQ-ITE,Item,nan,Required field is missing.
9193,TXN_4502922,DQ-REQ-ITE,Item,nan,Required field is missing.
9219,TXN_6901162,DQ-REQ-ITE,Item,nan,Required field is missing.
9220,TXN_3689579,DQ-REQ-ITE,Item,nan,Required field is missing.
9243,TXN_4329558,DQ-REQ-ITE,Item,nan,Required field is missing.
9251,TXN_9506595,DQ-REQ-ITE,Item,nan,Required field is missing.
9262,TXN_2332609,DQ-REQ-ITE,Item,nan,Required field is missing.
9265,TXN_7435096,DQ-REQ-ITE,Item,nan,Required field is missing.
9280,TXN_1166001,DQ-REQ-ITE,Item,nan,Required field is missing.
9283,TXN_2849095,DQ-REQ-ITE,Item,nan,Required field is missing.
9286,TXN_6810969,DQ-REQ-ITE,Item,nan,Required field is missing.
9330,TXN_8039560,DQ-REQ-ITE,Item,nan,Required field is missing.
9363,TXN_2084232,DQ-REQ-ITE,Item,nan,Required field is missing.
9368,TXN_3821298,DQ-REQ-ITE,Item,nan,Required field is missing.
9392,TXN_5369010,DQ-REQ-ITE,Item,nan,Required field is missing.
9394,TXN_9697670,DQ-REQ-ITE,Item,nan,Required field is missing.
9429,TXN_8434651,DQ-REQ-ITE,Item,nan,Required field is missing.
9463,TXN_1124900,DQ-REQ-ITE,Item,nan,Required field is missing.
9499,TXN_9810581,DQ-REQ-ITE,Item,nan,Required field is missing.
9500,TXN_2588566,DQ-REQ-ITE,Item,nan,Required field is missing.
9510,TXN_3641519,DQ-REQ-ITE,Item,nan,Required field is missing.
9515,TXN_2644561,DQ-REQ-ITE,Item,nan,Required field is missing.
9532,TXN_9647494,DQ-REQ-ITE,Item,nan,Required field is missing.
9612,TXN_4569448,DQ-REQ-ITE,Item,nan,Required field is missing.
9622,TXN_3101697,DQ-REQ-ITE,Item,nan,Required field is missing.
9656,TXN_6474636,DQ-REQ-ITE,Item,nan,Required field is missing.
9664,TXN_8860270,DQ-REQ-ITE,Item,nan,Required field is missing.
9674,TXN_4696403,DQ-REQ-ITE,Item,nan,Required field is missing.
9719,TXN_3334632,DQ-REQ-ITE,Item,nan,Required field is missing.
9732,TXN_3679582,DQ-REQ-ITE,Item,nan,Required field is missing.
9770,TXN_1237674,DQ-REQ-ITE,Item,nan,Required field is missing.
9773,TXN_9582818,DQ-REQ-ITE,Item,nan,Required field is missing.
9790,TXN_4600894,DQ-REQ-ITE,Item,nan,Required field is missing.
9821,TXN_1208561,DQ-REQ-ITE,Item,nan,Required field is missing.
9822,TXN_8751702,DQ-REQ-ITE,Item,nan,Required field is missing.
9857,TXN_3740505,DQ-REQ-ITE,Item,nan,Required field is missing.
9878,TXN_3105633,DQ-REQ-ITE,Item,nan,Required field is missing.
9887,TXN_4659954,DQ-REQ-ITE,Item,nan,Required field is missing.
9998,TXN_9659401,DQ-REQ-ITE,Item,nan,Required field is missing.
68,TXN_8501819,DQ-REQ-QUA,Quantity,nan,Required field is missing.
343,TXN_2265316,DQ-REQ-QUA,Quantity,nan,Required field is missing.
378,TXN_6319728,DQ-REQ-QUA,Quantity,nan,Required field is missing.
414,TXN_4660753,DQ-REQ-QUA,Quantity,nan,Required field is missing.
534,TXN_7533411,DQ-REQ-QUA,Quantity,nan,Required field is missing.
553,TXN_4152036,DQ-REQ-QUA,Quantity,nan,Required field is missing.
589,TXN_7609853,DQ-REQ-QUA,Quantity,nan,Required field is missing.
619,TXN_1921262,DQ-REQ-QUA,Quantity,nan,Required field is missing.
620,TXN_1259824,DQ-REQ-QUA,Quantity,nan,Required field is missing.
647,TXN_8255965,DQ-REQ-QUA,Quantity,nan,Required field is missing.
663,TXN_9356512,DQ-REQ-QUA,Quantity,nan,Required field is missing.
688,TXN_4679409,DQ-REQ-QUA,Quantity,nan,Required field is missing.
694,TXN_5476465,DQ-REQ-QUA,Quantity,nan,Required field is missing.
779,TXN_7109358,DQ-REQ-QUA,Quantity,nan,Required field is missing.
797,TXN_3394710,DQ-REQ-QUA,Quantity,nan,Required field is missing.
898,TXN_5934059,DQ-REQ-QUA,Quantity,nan,Required field is missing.
914,TXN_1575608,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1001,TXN_2291079,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1014,TXN_6846047,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1077,TXN_5441196,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1109,TXN_8605958,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1144,TXN_2726700,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1276,TXN_4896948,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1347,TXN_8551432,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1431,TXN_7604352,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1453,TXN_3195257,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1462,TXN_5537740,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1587,TXN_3604156,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1766,TXN_5180326,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1768,TXN_9279347,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1823,TXN_6792445,DQ-REQ-QUA,Quantity,nan,Required field is missing.
1859,TXN_3817784,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2045,TXN_4671054,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2080,TXN_5516804,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2113,TXN_2828596,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2161,TXN_2130415,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2173,TXN_5055872,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2257,TXN_9690114,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2310,TXN_6037712,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2342,TXN_2334523,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2708,TXN_9134257,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2719,TXN_7146871,DQ-REQ-QUA,Quantity,nan,Required field is missing.
2763,TXN_1533790,DQ-REQ-QUA,Quantity,nan,Required field is missing.
